merchant_id,merchant_name,merchant_category,city,state,onboarding_date
MCH0313,Urban Electronics Outlet #313,Electronics,Ahmedabad,Gujarat,2025-09-10
MCH0314,Urban Fuel World #314,Fuel,Delhi NCR,Delhi,2025-09-13
MCH0315,Golden Retail Corner #315,Retail,Jaipur,Rajasthan,2025-09-17
MCH0316,Metro Restaurants Corner #316,Restaurants,Chennai,Tamil Nadu,2025-10-20
MCH0317,City Retail Bazaar #317,Retail,Mumbai,Maharashtra,2025-10-13
MCH0318,Urban Grocery Point #318,Grocery,Pune,Maharashtra,2025-10-19
MCH0319,Vibrant Electronics Bazaar #319,Electronics,Kolkata,West Bengal,2025-10-29
MCH0320,Sri Fashion Point #320,Fashion,Bengaluru,Karnataka,2025-09-22
MCH0321,Star Fuel Corner #321,Fuel,Pune,Maharashtra,2025-10-30
MCH0322,Star Fashion Hub #322,Fashion,Delhi NCR,Delhi,2026-07-06
MCH0323,Global Fuel Mart #323,Fuel,Jaipur,Rajasthan,2025-09-13
MCH0324,Super Bill Payment World #324,Bill Payment,Jaipur,Rajasthan,2025-09-03
MCH0325,Apex Fashion Emporium #325,Fashion,Ahmedabad,Gujarat,2025-09-08
MCH0326,Golden Fashion World #326,Fashion,Hyderabad,Telangana,2025-09-14
MCH0327,City Pharmacy Enterprises #327,Pharmacy,Jaipur,Rajasthan,2025-09-18
MCH0328,Express Bill Payment Mart #328,Bill Payment,Kolkata,West Bengal,2025-08-11
MCH0329,Super Retail Emporium #329,Retail,Chennai,Tamil Nadu,2025-08-26
MCH0330,Star Pharmacy World #330,Pharmacy,Jaipur,Rajasthan,2025-10-18
MCH0331,Sri Fashion Bazaar #331,Fashion,Pune,Maharashtra,2025-10-21
MCH0332,New Grocery Zone #332,Grocery,Pune,Maharashtra,2025-08-13
MCH0333,Star Grocery Mart #333,Grocery,Delhi NCR,Delhi,2025-10-01
MCH0334,Global Pharmacy Emporium #334,Pharmacy,Pune,Maharashtra,2025-10-23
MCH0335,Royal Grocery Zone #335,Grocery,Pune,Maharashtra,2025-08-05
MCH0336,Royal Retail World #336,Retail,Kolkata,West Bengal,2026-07-18
MCH0337,City Grocery Corner #337,Grocery,Mumbai,Maharashtra,2025-09-06
MCH0338,Royal Retail Outlet #338,Retail,Ahmedabad,Gujarat,2025-08-15
MCH0339,Golden Electronics Point #339,Electronics,Chennai,Tamil Nadu,2025-08-02
MCH0340,Urban Pharmacy Bazaar #340,Pharmacy,Chennai,Tamil Nadu,2025-10-18
MCH0341,Star Fuel Hub #341,Fuel,Kolkata,West Bengal,2025-08-13
MCH0342,Prime Electronics Hub #342,Electronics,Delhi NCR,Delhi,2025-09-03
MCH0343,Prime Fashion Emporium #343,Fashion,Kolkata,West Bengal,2026-07-17
MCH0344,Super Pharmacy Hub #344,Pharmacy,Mumbai,Maharashtra,2025-10-25
MCH0345,City Retail Mart #345,Retail,Bengaluru,Karnataka,2025-10-30
MCH0346,Super Restaurants Emporium #346,Restaurants,Hyderabad,Telangana,2025-08-29
MCH0347,Royal Retail Point #347,Retail,Delhi NCR,Delhi,2025-09-17
MCH0348,Express Retail Outlet #348,Retail,Kolkata,West Bengal,2025-09-01
MCH0349,Star Retail World #349,Retail,Bengaluru,Karnataka,2025-08-15
MCH0350,Urban Fashion Outlet #350,Fashion,Mumbai,Maharashtra,2025-10-06
MCH0351,Super Restaurants Traders #351,Restaurants,Ahmedabad,Gujarat,2025-08-12
MCH0352,Express Retail Store #352,Retail,Jaipur,Rajasthan,2025-09-23
MCH0353,Star Grocery Point #353,Grocery,Ahmedabad,Gujarat,2025-08-03
MCH0354,Vibrant Pharmacy Store #354,Pharmacy,Kolkata,West Bengal,2025-08-10
MCH0355,Global Fuel World #355,Fuel,Mumbai,Maharashtra,2025-08-09
MCH0356,City Grocery Zone #356,Grocery,Ahmedabad,Gujarat,2025-10-22
MCH0357,Metro Bill Payment Point #357,Bill Payment,Kolkata,West Bengal,2025-09-18
MCH0358,Super Electronics Hub #358,Electronics,Bengaluru,Karnataka,2025-09-20
MCH0359,Golden Electronics Traders #359,Electronics,Jaipur,Rajasthan,2025-09-08
MCH0360,Star Fuel Zone #360,Fuel,Ahmedabad,Gujarat,2025-09-28
MCH0361,City Electronics Traders #361,Electronics,Chennai,Tamil Nadu,2025-08-05
MCH0362,Apex Grocery Traders #362,Grocery,Kolkata,West Bengal,2025-08-05
MCH0363,Apex Grocery World #363,Grocery,Ahmedabad,Gujarat,2025-08-30
MCH0364,Express Fashion Store #364,Fashion,Jaipur,Rajasthan,2025-08-30
MCH0365,Apex Bill Payment Emporium #365,Bill Payment,Chennai,Tamil Nadu,2025-10-06
MCH0366,City Fuel Emporium #366,Fuel,Pune,Maharashtra,2025-08-23
MCH0367,Sri Retail Hub #367,Retail,Kolkata,West Bengal,2025-09-18
MCH0368,Golden Bill Payment Zone #368,Bill Payment,Jaipur,Rajasthan,2025-09-18
MCH0369,Apex Retail Traders #369,Retail,Delhi NCR,Delhi,2025-09-29
MCH0370,Metro Fuel Outlet #370,Fuel,Mumbai,Maharashtra,2025-09-01
MCH0371,Global Fashion Bazaar #371,Fashion,Hyderabad,Telangana,2025-09-17
MCH0372,Sri Fashion Emporium #372,Fashion,Bengaluru,Karnataka,2025-10-17
MCH0373,Apex Restaurants Corner #373,Restaurants,Mumbai,Maharashtra,2025-08-28
MCH0374,Vibrant Fashion Hub #374,Fashion,Ahmedabad,Gujarat,2025-08-28
MCH0375,Golden Restaurants Point #375,Restaurants,Pune,Maharashtra,2025-10-17
MCH0376,Apex Fuel Outlet #376,Fuel,Pune,Maharashtra,2025-09-18
MCH0377,City Bill Payment Emporium #377,Bill Payment,Ahmedabad,Gujarat,2025-09-29
MCH0378,Express Retail Hub #378,Retail,Bengaluru,Karnataka,2025-09-10
MCH0379,Urban Grocery Traders #379,Grocery,Kolkata,West Bengal,2025-09-03
MCH0380,City Fuel Mart #380,Fuel,Jaipur,Rajasthan,2025-09-18
MCH0381,Star Retail Bazaar #381,Retail,Pune,Maharashtra,2025-09-02
MCH0382,Prime Retail Mart #382,Retail,Ahmedabad,Gujarat,2025-08-22
MCH0383,Royal Retail Outlet #383,Retail,Delhi NCR,Delhi,2026-08-02
MCH0384,Vibrant Grocery Enterprises #384,Grocery,Jaipur,Rajasthan,2025-08-07
MCH0385,Royal Fuel Bazaar #385,Fuel,Mumbai,Maharashtra,2025-08-02
MCH0386,Global Retail Store #386,Retail,Pune,Maharashtra,2025-10-18
MCH0387,Sri Retail Store #387,Retail,Ahmedabad,Gujarat,2025-08-02
MCH0388,Star Pharmacy Emporium #388,Pharmacy,Mumbai,Maharashtra,2025-10-26
MCH0389,New Electronics Enterprises #389,Electronics,Kolkata,West Bengal,2025-08-25
MCH0390,Vibrant Pharmacy Hub #390,Pharmacy,Jaipur,Rajasthan,2025-08-11
MCH0391,Prime Fuel Corner #391,Fuel,Chennai,Tamil Nadu,2025-08-29
MCH0392,Super Restaurants Bazaar #392,Restaurants,Hyderabad,Telangana,2025-09-21
MCH0393,Star Fuel Point #393,Fuel,Kolkata,West Bengal,2025-10-29
MCH0394,Prime Restaurants Zone #394,Restaurants,Delhi NCR,Delhi,2025-10-12
MCH0395,Apex Grocery Traders #395,Grocery,Bengaluru,Karnataka,2025-10-12
MCH0396,Sri Pharmacy Enterprises #396,Pharmacy,Ahmedabad,Gujarat,2025-10-09
MCH0397,Vibrant Electronics Hub #397,Electronics,Mumbai,Maharashtra,2025-10-15
MCH0398,New Fuel Emporium #398,Fuel,Delhi NCR,Delhi,2025-10-12
MCH0399,Metro Bill Payment World #399,Bill Payment,Kolkata,West Bengal,2025-08-11
MCH0400,Sri Bill Payment Enterprises #400,Bill Payment,Jaipur,Rajasthan,2025-09-13
MCH0401,Sri Bill Payment Bazaar #401,Bill Payment,Kolkata,West Bengal,2025-10-02
MCH0402,Star Bill Payment Zone #402,Bill Payment,Pune,Maharashtra,2025-10-14
MCH0403,Express Restaurants Corner #403,Restaurants,Kolkata,West Bengal,2025-08-10
MCH0404,Royal Pharmacy Zone #404,Pharmacy,Bengaluru,Karnataka,2025-08-20
MCH0405,Global Bill Payment Enterprises #405,Bill Payment,Kolkata,West Bengal,2025-09-26
MCH0406,New Pharmacy Mart #406,Pharmacy,Chennai,Tamil Nadu,2025-09-27
MCH0407,New Fuel Store #407,Fuel,Jaipur,Rajasthan,2025-08-12
MCH0408,Sri Fuel Emporium #408,Fuel,Chennai,Tamil Nadu,2025-10-11
MCH0409,Super Electronics Zone #409,Electronics,Pune,Maharashtra,2025-09-08
MCH0410,Royal Retail Enterprises #410,Retail,Hyderabad,Telangana,2025-09-23
MCH0411,Express Retail Enterprises #411,Retail,Hyderabad,Telangana,2025-10-20
MCH0412,Prime Fashion Enterprises #412,Fashion,Ahmedabad,Gujarat,2025-09-20
MCH0413,Express Fuel Hub #413,Fuel,Chennai,Tamil Nadu,2025-10-23
MCH0414,Global Pharmacy Corner #414,Pharmacy,Delhi NCR,Delhi,2025-10-01
MCH0415,Metro Electronics Hub #415,Electronics,Chennai,Tamil Nadu,2025-10-21
MCH0416,Global Fashion Zone #416,Fashion,Ahmedabad,Gujarat,2025-09-16
MCH0417,Urban Fashion Outlet #417,Fashion,Bengaluru,Karnataka,2025-08-04
MCH0418,Prime Fashion Emporium #418,Fashion,Ahmedabad,Gujarat,2025-09-22
MCH0419,Super Electronics Emporium #419,Electronics,Ahmedabad,Gujarat,2025-08-20
MCH0420,New Fuel Point #420,Fuel,Kolkata,West Bengal,2026-07-06
MCH0421,Star Fuel Store #421,Fuel,Kolkata,West Bengal,2025-10-29
MCH0422,New Restaurants Traders #422,Restaurants,Jaipur,Rajasthan,2025-08-22
MCH0423,Express Fuel Hub #423,Fuel,Mumbai,Maharashtra,2026-07-09
MCH0424,New Grocery Emporium #424,Grocery,Bengaluru,Karnataka,2025-10-11
MCH0425,Global Retail Zone #425,Retail,Pune,Maharashtra,2025-10-15
MCH0426,Global Electronics Store #426,Electronics,Jaipur,Rajasthan,2025-09-23
MCH0427,Vibrant Restaurants World #427,Restaurants,Bengaluru,Karnataka,2025-09-13
MCH0428,Star Fashion Point #428,Fashion,Ahmedabad,Gujarat,2025-09-26
MCH0429,New Bill Payment Emporium #429,Bill Payment,Ahmedabad,Gujarat,2025-08-03
MCH0430,Super Restaurants Mart #430,Restaurants,Chennai,Tamil Nadu,2025-10-06
MCH0431,Global Electronics Outlet #431,Electronics,Delhi NCR,Delhi,2025-08-30
MCH0432,Royal Electronics Bazaar #432,Electronics,Kolkata,West Bengal,2025-08-04
MCH0433,Urban Retail Zone #433,Retail,Pune,Maharashtra,2025-08-28
MCH0434,Express Pharmacy World #434,Pharmacy,Pune,Maharashtra,2025-10-13
MCH0435,Global Electronics Hub #435,Electronics,Bengaluru,Karnataka,2025-09-03
MCH0436,Urban Bill Payment Zone #436,Bill Payment,Ahmedabad,Gujarat,2025-08-15
MCH0437,Vibrant Bill Payment Point #437,Bill Payment,Chennai,Tamil Nadu,2025-10-30
MCH0438,Super Restaurants Mart #438,Restaurants,Hyderabad,Telangana,2025-09-09
MCH0439,Global Electronics World #439,Electronics,Bengaluru,Karnataka,2025-09-23
MCH0440,Metro Fuel Mart #440,Fuel,Delhi NCR,Delhi,2025-10-28
MCH0441,Prime Electronics Emporium #441,Electronics,Delhi NCR,Delhi,2025-09-27
MCH0442,Sri Bill Payment Point #442,Bill Payment,Mumbai,Maharashtra,2025-10-11
MCH0443,Metro Retail Bazaar #443,Retail,Jaipur,Rajasthan,2025-10-02
MCH0444,Urban Restaurants Store #444,Restaurants,Delhi NCR,Delhi,2025-09-07
MCH0445,Apex Pharmacy Outlet #445,Pharmacy,Mumbai,Maharashtra,2025-10-12
MCH0446,Urban Restaurants Enterprises #446,Restaurants,Ahmedabad,Gujarat,2025-09-16
MCH0447,Express Grocery World #447,Grocery,Jaipur,Rajasthan,2025-09-24
MCH0448,City Fashion Store #448,Fashion,Bengaluru,Karnataka,2025-08-12
MCH0449,Express Restaurants Traders #449,Restaurants,Ahmedabad,Gujarat,2025-10-28
MCH0450,Royal Fuel Corner #450,Fuel,Chennai,Tamil Nadu,2025-08-27
MCH0451,Star Bill Payment Emporium #451,Bill Payment,Mumbai,Maharashtra,2025-09-11
MCH0452,Urban Pharmacy Emporium #452,Pharmacy,Hyderabad,Telangana,2026-07-04
MCH0453,Express Electronics Zone #453,Electronics,Bengaluru,Karnataka,2025-10-23
MCH0454,Apex Electronics Mart #454,Electronics,Delhi NCR,Delhi,2025-10-26
MCH0455,Royal Retail Corner #455,Retail,Kolkata,West Bengal,2025-09-23
MCH0456,New Retail Bazaar #456,Retail,Kolkata,West Bengal,2025-09-21
MCH0457,Golden Pharmacy Hub #457,Pharmacy,Jaipur,Rajasthan,2025-09-11
MCH0458,Golden Restaurants Point #458,Restaurants,Mumbai,Maharashtra,2025-09-15
MCH0459,Apex Fuel Zone #459,Fuel,Bengaluru,Karnataka,2025-09-04
MCH0460,Global Pharmacy Outlet #460,Pharmacy,Chennai,Tamil Nadu,2025-10-02
MCH0461,Sri Grocery Enterprises #461,Grocery,Chennai,Tamil Nadu,2025-08-03
MCH0462,Prime Electronics Point #462,Electronics,Bengaluru,Karnataka,2025-08-26
MCH0463,Royal Pharmacy Emporium #463,Pharmacy,Delhi NCR,Delhi,2025-09-02
MCH0464,Super Bill Payment Bazaar #464,Bill Payment,Bengaluru,Karnataka,2025-10-20
MCH0465,Metro Fashion Bazaar #465,Fashion,Hyderabad,Telangana,2025-08-01
MCH0466,New Retail Mart #466,Retail,Pune,Maharashtra,2025-10-27
MCH0467,Sri Grocery World #467,Grocery,Ahmedabad,Gujarat,2025-09-24
MCH0468,New Retail Traders #468,Retail,Delhi NCR,Delhi,2025-08-14
MCH0469,City Bill Payment Mart #469,Bill Payment,Chennai,Tamil Nadu,2025-10-22
MCH0470,Star Restaurants Corner #470,Restaurants,Delhi NCR,Delhi,2025-08-22
MCH0471,Golden Bill Payment Traders #471,Bill Payment,Ahmedabad,Gujarat,2025-09-22
MCH0472,New Fashion Enterprises #472,Fashion,Ahmedabad,Gujarat,2025-10-15
MCH0473,Metro Bill Payment Hub #473,Bill Payment,Kolkata,West Bengal,2025-09-05
MCH0474,Star Fashion Corner #474,Fashion,Bengaluru,Karnataka,2025-09-06
MCH0475,Apex Pharmacy Outlet #475,Pharmacy,Mumbai,Maharashtra,2025-09-20
MCH0476,Express Grocery Traders #476,Grocery,Hyderabad,Telangana,2025-08-31
MCH0477,Star Restaurants Store #477,Restaurants,Ahmedabad,Gujarat,2026-07-16
MCH0478,Vibrant Fuel Corner #478,Fuel,Delhi NCR,Delhi,2025-10-27
MCH0479,Express Retail Enterprises #479,Retail,Delhi NCR,Delhi,2025-08-02
MCH0480,Sri Fashion Store #480,Fashion,Hyderabad,Telangana,2025-10-04
MCH0481,Metro Fuel World #481,Fuel,Hyderabad,Telangana,2025-10-08
MCH0482,City Electronics Enterprises #482,Electronics,Jaipur,Rajasthan,2025-08-27
MCH0483,Metro Bill Payment Corner #483,Bill Payment,Delhi NCR,Delhi,2025-10-27
MCH0484,Golden Pharmacy Zone #484,Pharmacy,Bengaluru,Karnataka,2025-08-08
MCH0485,Metro Restaurants Enterprises #485,Restaurants,Pune,Maharashtra,2025-08-08
MCH0486,New Electronics Store #486,Electronics,Hyderabad,Telangana,2025-08-02
MCH0487,Global Retail Outlet #487,Retail,Delhi NCR,Delhi,2025-08-22
MCH0488,Golden Electronics Emporium #488,Electronics,Chennai,Tamil Nadu,2025-08-04
MCH0489,City Fuel Outlet #489,Fuel,Chennai,Tamil Nadu,2025-10-20
MCH0490,Prime Retail Outlet #490,Retail,Bengaluru,Karnataka,2025-10-12
MCH0491,Royal Bill Payment Emporium #491,Bill Payment,Delhi NCR,Delhi,2025-10-26
MCH0492,Golden Fashion Outlet #492,Fashion,Bengaluru,Karnataka,2025-09-01
MCH0493,Global Retail Zone #493,Retail,Mumbai,Maharashtra,2025-08-05
MCH0494,Apex Fuel Hub #494,Fuel,Jaipur,Rajasthan,2025-09-04
MCH0495,New Bill Payment Outlet #495,Bill Payment,Bengaluru,Karnataka,2025-08-23
MCH0496,Metro Grocery Enterprises #496,Grocery,Pune,Maharashtra,2025-09-09
MCH0497,Star Restaurants Point #497,Restaurants,Chennai,Tamil Nadu,2025-09-07
MCH0498,Prime Fashion Hub #498,Fashion,Hyderabad,Telangana,2025-08-26
MCH0499,Royal Fashion Store #499,Fashion,Jaipur,Rajasthan,2025-08-30
MCH0500,Super Bill Payment World #500,Bill Payment,Jaipur,Rajasthan,2025-08-01
